LOG_LOSS,BRIER_SCORE,ACCURACY,ECE,EXIT_LOG_LOSS,EXIT_BRIER_SCORE,EXIT_RATE_ACTUAL,EXIT_RATE_PREDICTED,EXIT_RECALL_AT_0_5,EXIT_PRECISION_AT_0_5,EXIT_ROC_AUC,EXIT_AVERAGE_PRECISION,N_STATES,MODEL,CANDIDATE,SPLIT,SPLIT_START,SPLIT_END,EVAL_ROWS
0.26831882169479454,0.14694545306266532,0.8402116402116402,0.1290807385743626,0.26831882169479454,0.07347272653133266,0.049206349206349205,0.17828708778071187,0.5053763440860215,0.1551155115511551,0.6814583445527492,0.10273033447738014,2,MLG,state_only,validation,2009-06-02,2016-12-30,1890
0.2622679522050706,0.14316439961194968,0.8687830687830688,0.09914057394853697,0.26226795220507054,0.07158219980597484,0.049206349206349205,0.1737725749908161,0.4731182795698925,0.18106995884773663,0.7373041089988689,0.1457074458250208,2,MLG,state_market,validation,2009-06-02,2016-12-30,1890
0.16934435143002757,0.08833307451903046,0.9507936507936507,0.011479699536290675,0.16934435143002757,0.04416653725951523,0.049206349206349205,0.05905238137640083,0.0,0.0,0.7948312899037224,0.16977471532739738,2,MLG,state_duration,validation,2009-06-02,2016-12-30,1890
0.25267351117281167,0.13049449805286673,0.9322751322751323,0.10488406947282908,0.25267351117281167,0.06524724902643336,0.049206349206349205,0.17449419445357792,0.043010752688172046,0.09302325581395349,0.7876149616146385,0.13263230970730466,2,MLG,state_market_restricted_duration,validation,2009-06-02,2016-12-30,1890
0.16872661053185856,0.08783313760081818,0.9507936507936507,0.009632656086700699,0.16872661053185856,0.04391656880040909,0.049206349206349205,0.05883900529304981,0.0,0.0,0.7954476098156424,0.18420224872200763,2,MLG,full,validation,2009-06-02,2016-12-30,1890
0.31570327879332,0.18715539372624493,0.7653179190751445,0.16262502660372802,0.31570327879332,0.09357769686312246,0.047398843930635835,0.2100238705343638,0.5,0.10098522167487685,0.6392597087378642,0.07419203280275634,2,MLG,state_only,prediction,2017-01-03,2023-12-05,1730
0.30126109968346054,0.1762750124082022,0.8265895953757225,0.10429269353616467,0.30126109968346054,0.08813750620410112,0.047398843930635835,0.20073576517230976,0.43902439024390244,0.12413793103448276,0.7197119938432394,0.11643934462497524,2,MLG,state_market,prediction,2017-01-03,2023-12-05,1730
0.17343358356324365,0.0897651558921885,0.9526011560693641,0.015402486648292147,0.1734335835632436,0.04488257794609425,0.047398843930635835,0.06166823693642256,0.0,0.0,0.7686404807009236,0.13105985209430104,2,MLG,state_duration,prediction,2017-01-03,2023-12-05,1730
0.2791366057087888,0.15152593685888974,0.9080924855491329,0.09869935160200491,0.2791366057087888,0.07576296842944487,0.047398843930635835,0.1962648900201611,0.06097560975609756,0.05747126436781609,0.7558533625384798,0.10959626659506524,2,MLG,state_market_restricted_duration,prediction,2017-01-03,2023-12-05,1730
0.17240111308641792,0.08926452724390485,0.9520231213872833,0.01339598148422157,0.17240111308641792,0.044632263621952425,0.047398843930635835,0.06107855611535757,0.0,0.0,0.7728436538006157,0.14209293346046115,2,MLG,full,prediction,2017-01-03,2023-12-05,1730
