N_STATES,EVENT_ID,TRANSITION_DATE,FROM_STATE,TO_STATE,RELATIVE_DAY,DESTINATION_POSTERIOR,SOURCE_POSTERIOR,MAX_POSTERIOR,NORMALIZED_POSTERIOR_ENTROPY,ROLLING_MEAN_Z_W5_SPXT,ROLLING_STD_RATIO_W5_SPXT,ROLLING_MEAN_Z_W5_DBLCIX,ROLLING_STD_RATIO_W5_DBLCIX,ROLLING_MEAN_Z_W5_IBOXIG,ROLLING_STD_RATIO_W5_IBOXIG,ROLLING_MEAN_Z_W5_JPEICORE,ROLLING_STD_RATIO_W5_JPEICORE,ROLLING_MEAN_Z_W5_LT11TRUU,ROLLING_STD_RATIO_W5_LT11TRUU,ROLLING_MEAN_Z_W5_LBUTTRUU,ROLLING_STD_RATIO_W5_LBUTTRUU,ROLLING_MEAN_Z_W20_SPXT,ROLLING_STD_RATIO_W20_SPXT,ROLLING_MEAN_Z_W20_DBLCIX,ROLLING_STD_RATIO_W20_DBLCIX,ROLLING_MEAN_Z_W20_IBOXIG,ROLLING_STD_RATIO_W20_IBOXIG,ROLLING_MEAN_Z_W20_JPEICORE,ROLLING_STD_RATIO_W20_JPEICORE,ROLLING_MEAN_Z_W20_LT11TRUU,ROLLING_STD_RATIO_W20_LT11TRUU,ROLLING_MEAN_Z_W20_LBUTTRUU,ROLLING_STD_RATIO_W20_LBUTTRUU
4,2,2000-01-24,0,2,0,0.7873813520241193,0.2125751363469664,0.7873813520241193,0.37353798574784713,-0.610168374979102,0.6960611927695021,0.20375826335086983,0.4969464108391862,0.027710470634666806,0.40533665731184054,0.12803341560368572,0.37096290422845973,0.1377071148896159,0.509292961668584,0.020297782827763365,0.3443649556907003,,,,,,,,,,,,
4,2,2000-01-24,0,2,1,0.5653289560708272,0.4345982093555849,0.5653289560708272,0.49435233059729505,-0.4303368027412845,0.8152843443823945,0.04237758265065219,0.22440646961019986,0.13674892356072374,0.3437439408351148,0.0827865254549182,0.4376294907968107,0.3150588887196929,0.3514303726463982,0.23444807503785886,0.2588326324045715,,,,,,,,,,,,
4,2,2000-01-24,0,2,2,0.20328940211044488,0.7966485766386266,0.7966485766386266,0.3647071469113331,-0.496605225404561,0.7867292800356154,-0.1656042045470285,0.44610902784269574,0.170925155074861,0.34819179077141654,0.019216514502104258,0.4007701183989743,0.41075992063696914,0.4168171677525299,0.3199022781793873,0.16420410612497044,,,,,,,,,,,,
4,2,2000-01-24,0,2,3,0.18716225403731834,0.8127696652743212,0.8127696652743212,0.3482704739308838,-0.45126367305600346,0.7924095024340301,-0.256109247390976,0.45286734168957776,0.20510138658899826,0.3044438376109812,0.00500674734794585,0.411253089687445,0.6390108582568439,0.2803853818620898,0.31012137541017626,0.1796103201444539,,,,,,,,,,,,
4,2,2000-01-24,0,2,4,0.9913567089824976,0.00732017135323154,0.9913567089824976,0.03892666939102403,-0.797673132998983,0.9646979637140121,-0.26075437376210575,0.4538944028290439,0.2338528194500978,0.29012074756698436,-0.3588380800466891,0.6987974349705158,0.8410169145476043,0.3271060976157516,0.14847908754005612,0.3027746105165489,,,,,,,,,,,,
4,2,2000-01-24,0,2,5,0.9966448998382674,1.6724893309535756e-06,0.9966448998382674,0.017773959853927292,-0.059373148295701526,1.1899528719848311,-0.18793077968568445,0.5354272125477139,-0.05745886821802439,0.35658716380803357,-0.6134920650988437,0.5468174359938675,0.4788905721681049,0.7899698600089692,0.3322571027299698,0.525323752376012,-0.17140166071382987,1.1171443927392728,0.2066052762880139,0.7259282588608331,-0.17002344026855581,0.436537477824154,-0.23655929427274708,0.7714056598752455,0.07348668557670683,0.91150969385596,-0.017281475180258177,0.44941101813491735
4,2,2000-01-24,0,2,6,0.9809253650426804,0.016138770869526385,0.9809253650426804,0.07458319527227443,0.003686487585984599,1.2221510130640718,-0.0287977407779489,0.7432430881799592,-0.06342614673636582,0.3534138706865406,-0.36930843479185843,0.7365070585891268,0.5899673931468825,0.7941708104260694,0.16649654000965547,0.5623533147853887,-0.10108737645637449,1.1283368713714046,0.2698014713533034,0.7477327044719769,-0.16432740168286625,0.4394458592407642,-0.21066386334049786,0.7907074579805934,0.193311800331856,0.8447032744089258,-0.006471003698498551,0.4401079601844989
4,2,2000-01-24,0,2,7,0.9924170717829065,6.542939492587563e-06,0.9924170717829065,0.03347103275652033,0.06186318706090303,1.2139684023117367,-0.035091137796898916,0.7510156617660458,-0.24624186134373494,0.36255597873044876,-0.36182960997388036,0.7417625739689246,0.604017683151358,0.7995089478517272,0.41050432488365846,0.7735401952247738,0.0350767930580629,0.9556131691162201,0.24215547730577308,0.7820662529246132,-0.17870311811341605,0.4496165772327008,-0.12895770220408703,0.7400293555440557,0.184232131791228,0.8356592064126028,0.06276749222039049,0.5462563677993458
4,2,2000-01-24,0,2,8,0.9646554472485958,0.03251161063155464,0.9646554472485958,0.11772338189106357,0.2732245772395635,1.231117612976293,0.15191265933761514,0.7355209871167981,0.23276785971949027,1.0709588534089536,0.008372218516036024,1.0616984070275584,0.7421346848934658,0.8909146851381015,0.5695726909724073,0.7584672755051024,0.06740880769430353,0.9697385124953367,0.29606141962880306,0.7579962664053854,-0.0632905267700399,0.6951421086551591,-0.03201343550104581,0.8194876436672466,0.33076605254545083,0.8098145004459743,0.11566158482757152,0.5650071246944719
4,2,2000-01-24,0,2,9,0.9973446627168235,0.0016952633521738248,0.9973446627168235,0.014760186153578951,0.6549306917800356,0.6468621652705192,0.5241221401726575,0.8404841227732417,0.1644153966912158,1.0853006256481552,0.6302365021309158,0.8756514258322696,0.3845150393078546,0.9462345531829983,0.5186090397012547,0.824782541185848,0.062002699529667825,0.9699032854508187,0.3821835609774104,0.7903040551592085,-0.058950687847609776,0.6940125552048946,0.07306405319154662,0.8828024503740315,0.25746595469191375,0.8128801121410852,0.11604767309477722,0.5645059388541309
4,2,2000-01-24,0,2,10,0.9910552950764022,0.00813305293772193,0.9910552950764022,0.038937440172179885,0.3064285448055842,0.3792395951055457,0.29755984749045783,0.9578302753228544,0.1025726920465865,1.1409668352834046,0.9387380258725126,0.5432935138432219,0.3436896683514542,1.005856948500481,0.2493768213698126,0.7763067570824309,-0.031470654542743094,0.8764610336025949,0.36120557091424377,0.810826761096709,-0.11007941515248969,0.7248068993829814,0.05651715328177005,0.8659201644523562,0.1645484707943921,0.8622727720183291,0.11373114349154301,0.5654763221298726
4,3,2000-03-27,2,0,-10,0.3848625928168448,0.6150724653673214,0.6150724653673214,0.48119493467970914,-0.0646746221087637,1.1933634805907203,-0.23258392996299637,2.0963178975961347,-0.3862016665921065,0.4528306606027656,0.11307576596772959,0.7206638437059374,-0.13614099029195295,0.2664272888116796,0.09648586755635505,0.19430910411622898,0.0037562438203669777,0.9690218250481556,0.08309735979112032,1.2225340477422133,0.00533317619088648,0.644990238343669,0.28256463340515836,0.5916768739373002,0.08872992473250567,0.693185224791603,0.07023186538636739,0.22237760658269976
4,3,2000-03-27,2,0,-9,0.2800456134894609,0.7197281896876916,0.7197281896876916,0.4292763579975918,0.0483304775907182,1.0406177530482,-0.7684217332907386,1.622440271835803,-0.266856096225278,0.5415117598671345,-0.013316373456100442,0.6490284300169983,0.07196236166112693,0.5276511910347719,0.09133802399361236,0.18728106753163445,-0.06565120939011725,1.004917982270529,0.025520269207036168,1.2070953707206367,-0.03318289424568088,0.5991508228962553,0.2555473787502124,0.5860258188439205,0.0783247571348517,0.6778997431274063,0.08400234691670405,0.2300897123382456
4,3,2000-03-27,2,0,-8,1.0089432150097123e-05,0.9986809103239979,0.9986809103239979,0.007857614778158772,0.2684811533015606,1.2298412265609964,-0.22748927523337023,0.6404008966573904,0.028252950499970564,0.681330955317768,-0.42689538589028986,0.5193040909075652,0.24348193964028955,0.5284261877881862,0.109870260819486,0.17883848590238124,-0.012113299501628172,1.0663348749128627,-0.018608431318696515,1.2346323713132754,0.07504183888242039,0.562822713194843,0.15280702281323816,0.6279350529000509,0.13293531828432234,0.6728193260359523,0.07692406201793286,0.22842682109653545
4,3,2000-03-27,2,0,-7,7.871601174518711e-08,0.9882742990993847,0.9882742990993847,0.04968799357277998,0.566619299051922,1.6629002362194993,-0.28098314989444517,0.5872800076431851,0.38954454079227857,0.9069111478373948,-0.27731888953072764,0.73343748657205,0.3211561843820124,0.5163644858329506,0.11450332002595442,0.17907837666870555,0.18599440614437707,1.2691977653772726,-0.02610057062697032,1.2326958763483524,0.1511246399912735,0.6545727705490552,0.20590667902088272,0.6453001279796435,0.16242767230315053,0.6707462517653535,0.09442673013125798,0.21842573824144373
