N_STATES,SPLIT,MODEL,STATE,BIN,BIN_LEFT,BIN_RIGHT,COUNT,MEAN_PREDICTED_PROBABILITY,OBSERVED_FREQUENCY
4,validation,hard_state_jeffreys_smoothed_transition,2,10,0.9,1.0,749,0.932889963724305,0.7757009345794392
4,validation,hard_state_jeffreys_smoothed_transition,3,1,0.0,0.1,1883,0.004608268449463634,0.0015932023366967605
4,validation,hard_state_jeffreys_smoothed_transition,3,8,0.7000000000000001,0.8,7,0.7926829268292684,0.5714285714285714
4,validation,soft_posterior_jeffreys_smoothed_transition,0,1,0.0,0.1,543,0.04872696490455436,0.03867403314917127
4,validation,soft_posterior_jeffreys_smoothed_transition,0,2,0.1,0.2,143,0.1422216847145037,0.13286713286713286
4,validation,soft_posterior_jeffreys_smoothed_transition,0,3,0.2,0.30000000000000004,85,0.24204262152898973,0.27058823529411763
4,validation,soft_posterior_jeffreys_smoothed_transition,0,4,0.30000000000000004,0.4,62,0.3509558706638761,0.46774193548387094
4,validation,soft_posterior_jeffreys_smoothed_transition,0,5,0.4,0.5,70,0.44855994101956115,0.4714285714285714
4,validation,soft_posterior_jeffreys_smoothed_transition,0,6,0.5,0.6000000000000001,59,0.5494475586638339,0.5423728813559322
4,validation,soft_posterior_jeffreys_smoothed_transition,0,7,0.6000000000000001,0.7000000000000001,62,0.6523691370637131,0.6774193548387096
4,validation,soft_posterior_jeffreys_smoothed_transition,0,8,0.7000000000000001,0.8,81,0.7512081163927528,0.7160493827160493
4,validation,soft_posterior_jeffreys_smoothed_transition,0,9,0.8,0.9,142,0.8562031951915767,0.8309859154929577
4,validation,soft_posterior_jeffreys_smoothed_transition,0,10,0.9,1.0,643,0.944856303180759,0.9222395023328149
4,validation,soft_posterior_jeffreys_smoothed_transition,1,1,0.0,0.1,1655,0.00452251838049994,0.00906344410876133
4,validation,soft_posterior_jeffreys_smoothed_transition,1,2,0.1,0.2,44,0.14258527376549407,0.2727272727272727
4,validation,soft_posterior_jeffreys_smoothed_transition,1,3,0.2,0.30000000000000004,12,0.23241037601703715,0.16666666666666666
4,validation,soft_posterior_jeffreys_smoothed_transition,1,4,0.30000000000000004,0.4,16,0.3452505323174446,0.4375
4,validation,soft_posterior_jeffreys_smoothed_transition,1,5,0.4,0.5,20,0.44777401078313267,0.5
4,validation,soft_posterior_jeffreys_smoothed_transition,1,6,0.5,0.6000000000000001,15,0.5487440791573172,0.4
4,validation,soft_posterior_jeffreys_smoothed_transition,1,7,0.6000000000000001,0.7000000000000001,18,0.6557064104478498,0.6111111111111112
4,validation,soft_posterior_jeffreys_smoothed_transition,1,8,0.7000000000000001,0.8,20,0.7530432109059031,0.75
4,validation,soft_posterior_jeffreys_smoothed_transition,1,9,0.8,0.9,34,0.8598721151511108,0.9705882352941176
4,validation,soft_posterior_jeffreys_smoothed_transition,1,10,0.9,1.0,56,0.92934721134222,0.9821428571428571
4,validation,soft_posterior_jeffreys_smoothed_transition,2,1,0.0,0.1,730,0.05321101088505741,0.0684931506849315
4,validation,soft_posterior_jeffreys_smoothed_transition,2,2,0.1,0.2,164,0.14255521668910143,0.15853658536585366
4,validation,soft_posterior_jeffreys_smoothed_transition,2,3,0.2,0.30000000000000004,100,0.24795966697063196,0.32
4,validation,soft_posterior_jeffreys_smoothed_transition,2,4,0.30000000000000004,0.4,80,0.348151282156731,0.3375
4,validation,soft_posterior_jeffreys_smoothed_transition,2,5,0.4,0.5,78,0.4487114022111693,0.46153846153846156
4,validation,soft_posterior_jeffreys_smoothed_transition,2,6,0.5,0.6000000000000001,92,0.5507279821848184,0.5217391304347826
4,validation,soft_posterior_jeffreys_smoothed_transition,2,7,0.6000000000000001,0.7000000000000001,74,0.6479288760837865,0.5675675675675675
4,validation,soft_posterior_jeffreys_smoothed_transition,2,8,0.7000000000000001,0.8,116,0.7562602433093728,0.7068965517241379
4,validation,soft_posterior_jeffreys_smoothed_transition,2,9,0.8,0.9,204,0.8586235610891149,0.8480392156862745
4,validation,soft_posterior_jeffreys_smoothed_transition,2,10,0.9,1.0,252,0.9209090424250694,0.9246031746031746
4,validation,soft_posterior_jeffreys_smoothed_transition,3,1,0.0,0.1,1874,0.005030741220400295,0.0016008537886872999
4,validation,soft_posterior_jeffreys_smoothed_transition,3,2,0.1,0.2,5,0.1410315360632402,0.0
4,validation,soft_posterior_jeffreys_smoothed_transition,3,3,0.2,0.30000000000000004,2,0.2697523057310304,0.0
4,validation,soft_posterior_jeffreys_smoothed_transition,3,4,0.30000000000000004,0.4,3,0.33994200098465566,0.0
4,validation,soft_posterior_jeffreys_smoothed_transition,3,5,0.4,0.5,1,0.4403175878337342,0.0
4,validation,soft_posterior_jeffreys_smoothed_transition,3,6,0.5,0.6000000000000001,1,0.5391952687570252,1.0
4,validation,soft_posterior_jeffreys_smoothed_transition,3,8,0.7000000000000001,0.8,4,0.7811628161707675,0.75
4,prediction,hard_state_fixed_transition,0,1,0.0,0.1,666,0.06586930930930932,0.10960960960960961
4,prediction,hard_state_fixed_transition,0,10,0.9,1.0,1064,0.9490099999999999,0.9304511278195489
4,prediction,hard_state_fixed_transition,1,1,0.0,0.1,1627,0.0011730608481868468,0.012292562999385371
4,prediction,hard_state_fixed_transition,1,2,0.1,0.2,27,0.15385000000000001,0.14814814814814814
4,prediction,hard_state_fixed_transition,1,10,0.9,1.0,76,0.9368800000000003,0.6842105263157895
4,prediction,hard_state_fixed_transition,2,1,0.0,0.1,1167,0.0500394001713796,0.08140531276778064
4,prediction,hard_state_fixed_transition,2,10,0.9,1.0,563,0.9129200000000001,0.8330373001776199
4,prediction,hard_state_fixed_transition,3,1,0.0,0.1,1703,0.0033195243687610095,0.0035231943628890195
4,prediction,hard_state_fixed_transition,3,8,0.7000000000000001,0.8,27,0.78133,0.7777777777777778
4,prediction,soft_posterior_fixed_transition,0,1,0.0,0.1,351,0.058868943694863715,0.008547008547008548
4,prediction,soft_posterior_fixed_transition,0,2,0.1,0.2,124,0.1435876650480621,0.04838709677419355
4,prediction,soft_posterior_fixed_transition,0,3,0.2,0.30000000000000004,76,0.24936403994137182,0.25
4,prediction,soft_posterior_fixed_transition,0,4,0.30000000000000004,0.4,58,0.3497988356879742,0.3620689655172414
4,prediction,soft_posterior_fixed_transition,0,5,0.4,0.5,40,0.45418349442875733,0.525
4,prediction,soft_posterior_fixed_transition,0,6,0.5,0.6000000000000001,51,0.5470555475790206,0.6274509803921569
4,prediction,soft_posterior_fixed_transition,0,7,0.6000000000000001,0.7000000000000001,61,0.6534278370445992,0.6885245901639344
4,prediction,soft_posterior_fixed_transition,0,8,0.7000000000000001,0.8,75,0.7548500620016059,0.8533333333333334
4,prediction,soft_posterior_fixed_transition,0,9,0.8,0.9,153,0.8611662845978839,0.954248366013072
4,prediction,soft_posterior_fixed_transition,0,10,0.9,1.0,741,0.9363186697382475,0.9568151147098516
4,prediction,soft_posterior_fixed_transition,1,1,0.0,0.1,1582,0.0033459157803501817,0.005689001264222503
4,prediction,soft_posterior_fixed_transition,1,2,0.1,0.2,40,0.1450216652346476,0.15
4,prediction,soft_posterior_fixed_transition,1,3,0.2,0.30000000000000004,16,0.2534664856479248,0.125
4,prediction,soft_posterior_fixed_transition,1,4,0.30000000000000004,0.4,14,0.36549089880810526,0.42857142857142855
4,prediction,soft_posterior_fixed_transition,1,5,0.4,0.5,6,0.4361995598536686,0.16666666666666666
4,prediction,soft_posterior_fixed_transition,1,6,0.5,0.6000000000000001,12,0.5547202281073288,0.3333333333333333
4,prediction,soft_posterior_fixed_transition,1,7,0.6000000000000001,0.7000000000000001,12,0.6519226096564167,0.5
4,prediction,soft_posterior_fixed_transition,1,8,0.7000000000000001,0.8,18,0.7552133315245415,0.8333333333333334
4,prediction,soft_posterior_fixed_transition,1,9,0.8,0.9,14,0.8691848536932757,0.7857142857142857
4,prediction,soft_posterior_fixed_transition,1,10,0.9,1.0,16,0.9198646245974014,1.0
4,prediction,soft_posterior_fixed_transition,2,1,0.0,0.1,804,0.06286297507108829,0.041044776119402986
4,prediction,soft_posterior_fixed_transition,2,2,0.1,0.2,164,0.141045303652842,0.042682926829268296
4,prediction,soft_posterior_fixed_transition,2,3,0.2,0.30000000000000004,87,0.24698426168282878,0.20689655172413793
4,prediction,soft_posterior_fixed_transition,2,4,0.30000000000000004,0.4,70,0.34643962799138067,0.34285714285714286
4,prediction,soft_posterior_fixed_transition,2,5,0.4,0.5,61,0.45121658276212817,0.45901639344262296
4,prediction,soft_posterior_fixed_transition,2,6,0.5,0.6000000000000001,55,0.5489982074491128,0.509090909090909
4,prediction,soft_posterior_fixed_transition,2,7,0.6000000000000001,0.7000000000000001,72,0.6490509573773816,0.6805555555555556
4,prediction,soft_posterior_fixed_transition,2,8,0.7000000000000001,0.8,95,0.7509584024230194,0.7578947368421053
4,prediction,soft_posterior_fixed_transition,2,9,0.8,0.9,199,0.8631288613700019,0.9346733668341709
4,prediction,soft_posterior_fixed_transition,2,10,0.9,1.0,123,0.9061322484739378,0.967479674796748
4,prediction,soft_posterior_fixed_transition,3,1,0.0,0.1,1690,0.003832453326613251,0.0029585798816568047
4,prediction,soft_posterior_fixed_transition,3,2,0.1,0.2,7,0.15346784818719608,0.0
4,prediction,soft_posterior_fixed_transition,3,3,0.2,0.30000000000000004,5,0.24079715269722848,0.2
4,prediction,soft_posterior_fixed_transition,3,4,0.30000000000000004,0.4,4,0.34736109480330457,0.25
4,prediction,soft_posterior_fixed_transition,3,5,0.4,0.5,1,0.4240105681048057,1.0
4,prediction,soft_posterior_fixed_transition,3,6,0.5,0.6000000000000001,1,0.5211234463064891,0.0
4,prediction,soft_posterior_fixed_transition,3,7,0.6000000000000001,0.7000000000000001,2,0.6867727479477942,1.0
4,prediction,soft_posterior_fixed_transition,3,8,0.7000000000000001,0.8,20,0.7727138608646691,0.85
4,prediction,hard_state_jeffreys_smoothed_transition,0,1,0.0,0.1,666,0.05048372952589217,0.10960960960960961
4,prediction,hard_state_jeffreys_smoothed_transition,0,10,0.9,1.0,1064,0.9625000000000004,0.9304511278195489
4,prediction,hard_state_jeffreys_smoothed_transition,1,1,0.0,0.1,1627,0.0012937707478664978,0.012292562999385371
4,prediction,hard_state_jeffreys_smoothed_transition,1,2,0.1,0.2,27,0.13414634146341464,0.14814814814814814
4,prediction,hard_state_jeffreys_smoothed_transition,1,10,0.9,1.0,76,0.9456521739130433,0.6842105263157895
4,prediction,hard_state_jeffreys_smoothed_transition,2,1,0.0,0.1,1167,0.03656196837124086,0.08140531276778064
4,prediction,hard_state_jeffreys_smoothed_transition,2,10,0.9,1.0,563,0.9328899637243049,0.8330373001776199
4,prediction,hard_state_jeffreys_smoothed_transition,3,1,0.0,0.1,1703,0.0031673805059669055,0.0035231943628890195
4,prediction,hard_state_jeffreys_smoothed_transition,3,8,0.7000000000000001,0.8,27,0.7926829268292683,0.7777777777777778
4,prediction,soft_posterior_jeffreys_smoothed_transition,0,1,0.0,0.1,381,0.05056280823461636,0.010498687664041995
4,prediction,soft_posterior_jeffreys_smoothed_transition,0,2,0.1,0.2,102,0.14273163118455787,0.0784313725490196
4,prediction,soft_posterior_jeffreys_smoothed_transition,0,3,0.2,0.30000000000000004,73,0.24558299486372442,0.2465753424657534
4,prediction,soft_posterior_jeffreys_smoothed_transition,0,4,0.30000000000000004,0.4,54,0.34630763937265996,0.37037037037037035
4,prediction,soft_posterior_jeffreys_smoothed_transition,0,5,0.4,0.5,44,0.4559603090537081,0.4772727272727273
4,prediction,soft_posterior_jeffreys_smoothed_transition,0,6,0.5,0.6000000000000001,46,0.5505032108903358,0.6739130434782609
4,prediction,soft_posterior_jeffreys_smoothed_transition,0,7,0.6000000000000001,0.7000000000000001,57,0.6525677914598503,0.7192982456140351
4,prediction,soft_posterior_jeffreys_smoothed_transition,0,8,0.7000000000000001,0.8,71,0.7528197244253263,0.8169014084507042
4,prediction,soft_posterior_jeffreys_smoothed_transition,0,9,0.8,0.9,128,0.857968220963398,0.9453125
4,prediction,soft_posterior_jeffreys_smoothed_transition,0,10,0.9,1.0,774,0.9475284577518313,0.9573643410852714
4,prediction,soft_posterior_jeffreys_smoothed_transition,1,1,0.0,0.1,1582,0.003493517207255922,0.005689001264222503
4,prediction,soft_posterior_jeffreys_smoothed_transition,1,2,0.1,0.2,41,0.13719139425328608,0.14634146341463414
4,prediction,soft_posterior_jeffreys_smoothed_transition,1,3,0.2,0.30000000000000004,15,0.2563029832179,0.13333333333333333
4,prediction,soft_posterior_jeffreys_smoothed_transition,1,4,0.30000000000000004,0.4,13,0.36526450164974045,0.46153846153846156
4,prediction,soft_posterior_jeffreys_smoothed_transition,1,5,0.4,0.5,7,0.4324551665947017,0.14285714285714285
4,prediction,soft_posterior_jeffreys_smoothed_transition,1,6,0.5,0.6000000000000001,12,0.5563123064089747,0.3333333333333333
4,prediction,soft_posterior_jeffreys_smoothed_transition,1,7,0.6000000000000001,0.7000000000000001,11,0.6528218334806147,0.45454545454545453
4,prediction,soft_posterior_jeffreys_smoothed_transition,1,8,0.7000000000000001,0.8,18,0.7549553964236526,0.8333333333333334
4,prediction,soft_posterior_jeffreys_smoothed_transition,1,9,0.8,0.9,14,0.8692244126874947,0.7857142857142857
4,prediction,soft_posterior_jeffreys_smoothed_transition,1,10,0.9,1.0,17,0.9268752248593293,1.0
4,prediction,soft_posterior_jeffreys_smoothed_transition,2,1,0.0,0.1,834,0.051299677793351144,0.0407673860911271
4,prediction,soft_posterior_jeffreys_smoothed_transition,2,2,0.1,0.2,144,0.14354383891916003,0.05555555555555555
4,prediction,soft_posterior_jeffreys_smoothed_transition,2,3,0.2,0.30000000000000004,80,0.24920214731582196,0.225
4,prediction,soft_posterior_jeffreys_smoothed_transition,2,4,0.30000000000000004,0.4,67,0.34677975000913286,0.3283582089552239
4,prediction,soft_posterior_jeffreys_smoothed_transition,2,5,0.4,0.5,59,0.4518111691517332,0.4406779661016949
4,prediction,soft_posterior_jeffreys_smoothed_transition,2,6,0.5,0.6000000000000001,56,0.5527486713957225,0.5357142857142857
4,prediction,soft_posterior_jeffreys_smoothed_transition,2,7,0.6000000000000001,0.7000000000000001,64,0.6515688620673086,0.65625
4,prediction,soft_posterior_jeffreys_smoothed_transition,2,8,0.7000000000000001,0.8,86,0.7496156268209746,0.7441860465116279
4,prediction,soft_posterior_jeffreys_smoothed_transition,2,9,0.8,0.9,151,0.8594567133102257,0.9072847682119205
4,prediction,soft_posterior_jeffreys_smoothed_transition,2,10,0.9,1.0,189,0.9206985970387058,0.9682539682539683
4,prediction,soft_posterior_jeffreys_smoothed_transition,3,1,0.0,0.1,1690,0.0037259433273948268,0.0029585798816568047
4,prediction,soft_posterior_jeffreys_smoothed_transition,3,2,0.1,0.2,7,0.150868430891175,0.0
4,prediction,soft_posterior_jeffreys_smoothed_transition,3,3,0.2,0.30000000000000004,5,0.2405847574155291,0.2
4,prediction,soft_posterior_jeffreys_smoothed_transition,3,4,0.30000000000000004,0.4,4,0.3485789903958485,0.25
4,prediction,soft_posterior_jeffreys_smoothed_transition,3,5,0.4,0.5,1,0.42696049915593304,1.0
4,prediction,soft_posterior_jeffreys_smoothed_transition,3,6,0.5,0.6000000000000001,1,0.5263570723814621,0.0
4,prediction,soft_posterior_jeffreys_smoothed_transition,3,7,0.6000000000000001,0.7000000000000001,1,0.6856283074792124,1.0
4,prediction,soft_posterior_jeffreys_smoothed_transition,3,8,0.7000000000000001,0.8,21,0.7801990239603077,0.8571428571428571
